0038.co.jp.axfr:@ "v=spf1 include:spf.mail-cp.com ~all"
medisyskart.com.axfr:@ "v=spf1 mx include:zoho.com ip4:119.9.74.204 ~all"
meditations.jp.axfr:@ "v=spf1 a mx ip4:58.156.129.152 ip4:58.156.129.140 ~all"
medkrug.ru.axfr:@ "v=spf1 +a +mx -all"
medmax.com.tr.axfr:@ "v=spf1 a mx include:relay.mailchannels.net ~all"
medongroup-spb.ru.axfr:@ "v=spf1 redirect=_spf.yandex.net"
medpoisk.ru.axfr:@ "v=spf1 a mx include:spf.mtasv.net ~all"
medportal.kharkov.ua.axfr:@ "v=spf1 ip4:193.169.188.142 a mx ~all"
medprom.ru.axfr:@ "v=spf1 +mx ip4:89.188.109.226 ip4:88.198.51.49 ip4:89.188.113.139 include:_spf.mail.ru -all"
medpuls.net.axfr:@ "v=spf1 a mx ip4:91.219.29.76 ~all"
medshr.net.axfr:mailout "v=spf1 a mx ~all"
medshr.net.axfr:@ "v=spf1 a mx include:gradwell.com ~all"
medshr.net.axfr:* "v=spf1 a mx include:gradwell.com include:sendgrid.net ~all"
medsi.ru.axfr:@ "v=spf1 ip4:188.94.91.41 a mx ~all"
medsnoprescriptiononline.com.axfr:@ "v=spf1 ip4:188.126.77.75 a mx ~all"
medsos.pl.axfr:@ "v=spf1 ip4:193.17.41.0/24 -all"
medspros.ru.axfr:@ "v=spf1 a mx ip4:195.88.208.91 ~all"
medtechmarket.ru.axfr:@ "v=spf1 ip4:46.38.57.2 a mx ~all"
medteh.info.axfr:@ "v=spf1" "redirect=_spf.yandex.ru"
medvejatnik.kiev.ua.axfr:@ "v=spf1 ip4:91.203.146.142 a mx ~all"
medway.gov.uk.axfr:@ "v=spf1 ip4:195.138.195.0/24 ip4:194.81.212.0/24 ip4:212.219.101.0/26 ~all"
medxhub.com.axfr:mail "v=spf1 a -all"
medxhub.com.axfr:@ "v=spf1 ip4:91.109.18.160 a mx ~all"
medya365.com.axfr:@ "v=spf1 a mx ip4:185.12.111.21 ~all"
medyabim.com.tr.axfr:@ "v=spf1 a mx ip4:93.89.16.14 ~all"
medyagundem.com.axfr:@ "v=spf1 +a +mx -all"
medyasizsiniz.com.axfr:emlak "v=spf1 +mx +ip4:5.2.86.145 ~all"
medyasizsiniz.com.axfr:@ "v=spf1 +mx +ip4:5.2.86.145 +ip4:5.2.86.146 ~all"
medynet.com.axfr:c "v=spf1 mx include:_spf4.xcampaign.es include:_spf6.xcampaign.es -all"
medynet.com.axfr:@ "v=spf1 ip4:194.224.158.0/24 include:spf.emailmanager.com a mx -all"
med-zabolevaniya.ru.axfr:@ "v=spf1 ip4:5.45.64.25 a mx ~all"
medzeit.ru.axfr:@ "v=spf1 a mx ip4:185.14.29.174 ~all"
meedmoh.com.axfr:@ "v=spf1 a mx ip4:122.155.167.117 ~all"
meergeldmails.nl.axfr:@ "v=spf1 a mx ip4:149.210.180.196 include:_spf.google.com ~all"
meermin.es.axfr:@ "v=spf1 a:meermin.es ip4:164.138.209.166 ip4:164.138.109.168 include:servers.mcsv.net include:helpscoutemail.com -all"
meetaffiliate.com.axfr:signup "v=spf1 include:mailgun.org ~all"
meetcrunch.com.axfr:mail2 "v=spf1 ip4:94.23.11.187 include:sendgrid.net -all"
meetcrunch.com.axfr:@ "v=spf1 ip4:94.23.11.187 include:sendgrid.net -all"
meetrip.to.axfr:@ "v=spf1 a mx ptr ip4:110.50.244.169 ip4:59.106.190.246 include:_spf.google.com ~all"
meewebfree.com.axfr:@ "v=spf1 a mx ip4:61.90.197.153 ~all"
mega-billing.com.axfr:@ "v=spf1 a mx ptr ip4:144.76.29.138 mx:relay.mega-billing.com ip4:212.66.32.134 ip6:2a01:4f8:191:2089::2 ~all"
megaboon.com.axfr:@ "v=spf1" "redirect=_spf.yandex.ru"
megabox.com.hk.axfr:@ "v=spf1 ip4:220.241.34.105 mx a:mbhksmtp01.megabox.com.hk -all"
megacard.vn.axfr:@ "v=spf1 a mx ip4:123.29.67.115 ~all"
megadacha.by.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
megadosya.com.axfr:@ "v=spf1 a mx ip4:185.85.237.130 ~all"
megafashion.vn.axfr:@ "v=spf1 a mx ~all"
megaflowers.ru.axfr:@ "v=spf1 a mx include:_spf.google.com include:servers.mcsv.net ip4:5.101.113.6 ip4:5.45.112.216 ip4:185.4.72.231 ~all"
megafondv.ru.axfr:mail "v=spf1 +ip4:83.149.52.147 -all"
megafondv.ru.axfr:@ "v=spf1 +ip4:83.149.52.77 +ip4:83.149.52.107 +ip4:83.149.52.108 -all"
megafonkavkaz.ru.axfr:@ "v=spf1 mx -all"
megafonvolga.ru.axfr:@ "v=spf1 a:mx.megafon.ru a:mx2.megafon.ru a:mx3.megafon.ru a:mx4.megafon.ru mx:mx.megafon.ru mx:mx2.megafon.ru mx:mx3.megafon.ru mx:mx4.megafon.ru ~all"
mega-grad.ru.axfr:@ "v=spf1 a mx ptr ip4:178.238.230.98 ~all"
megahead.ru.axfr:@ "v=spf1 redirect=_spf.mail.ru"
megakonkurs.pl.axfr:@ "v=spf1 a mx ptr ip4:188.165.23.51 ip4:176.31.79.208 ip4:176.31.79.209 ip4:176.31.79.210 ip4:176.31.79.211 ip4:188.165.210.64 -all"
megalotto.pl.axfr:@ "v=spf1 a mx ip4:178.255.42.179 ~all"
megamart.vn.axfr:@ "v=spf1 a mx ip4:54.169.124.225 ~all"
megamedportal.ru.axfr:@ "v=spf1 ip4:192.102.6.178 a mx ~all"
megamind.ru.axfr:@ "v=spf1 ip4:148.251.94.182 a mx ~all"
megamo.com.axfr:@ "v=spf1 +a +mx +ip4:208.76.83.197 +include:srs.bis.na.blackberry.com +include:srs.bis.eu.blackberry.com ~all"
meganhost.com.axfr:@ "v=spf1 a mx ip4:144.76.147.58 ~all"
meganoticias.mx.axfr:@ "v=spf1 a mx ip4:50.28.89.221 ip4:200.76.82.253 ?all"
meganzmusic.com.axfr:@ "v=spf1 a mx ip4:46.105.102.15 ~all"
megapark.ru.axfr:@ "v=spf1 ip4:62.109.10.124 a mx ~all"
megapark.ru.axfr:@ "v=spf1 ip4:94.250.253.206 a mx ~all"
megapeer.org.axfr:@ "v=spf1 ip4:188.190.103.65 a mx ~all"
megapolus-tours.ru.axfr:nn "v=spf1 include:spf.protection.outlook.com -all"
megapolus-tours.ru.axfr:tg "v=spf1 include:spf.protection.outlook.com -all"
megapolus-tours.ru.axfr:@ "v=spf1 ip4:87.242.67.155 ip4:87.242.67.27 ip4:185.48.236.84 include:spf.protection.outlook.com +a +mx -all"
megascope.dk.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
megaserial.net.axfr:@ "v=spf1 ip4:62.210.162.71 a mx ~all"
megaseries.org.axfr:@ "v=spf1 a mx ip4:149.255.37.211 ~all"
megasity.ru.axfr:@ "v=spf1 a mx ip4:78.47.80.105 ~all"
megaskate.cz.axfr:@ "v=spf1 a mx ip4:81.0.246.103 ip4:89.22.68.163 ip4:81.0.246.105 ip4:89.185.244.59 ip4:89.185.244.235 ip4:89.185.244.61 ?all"
megasport.ua.axfr:@ "v=spf1 mx ip4:81.30.160.5 ip4:81.30.160.8 ip4:79.143.44.134 ip4:46.164.135.131 include:spf.mandrillapp.com ~all"
megastrom1.win.axfr:@ "v=spf1 a mx ip4:185.12.92.249 ?all"
megateksa.com.axfr:@ "v=spf1 a mx -all"
megatenonline.com.axfr:dev "v=spf1 +ip4:216.255.236.0/24 +ip4:64.56.181.192/26 ~all"
megatenonline.com.axfr:@ "v=spf1 +ip4:216.255.236.0/24 +ip4:64.56.181.192/26 ~all"
megaterem.ru.axfr:@ "v=spf1 ip4:212.109.216.163 a mx ~all"
megatest.pl.axfr:@ "v=spf1 a mx ip4:176.9.122.43 ~all"
megatest.pl.axfr:@ "v=spf1 include:176.9.122.43 ~all"
megatest.pl.axfr:@ "v=spf1 include:aspmx.googlemail.com ~all"
megatiming.pl.axfr:@ "v=spf1" "include:_spf.google.com" "~all"
megatop.biz.axfr:@ "v=spf1 a mx ip4:162.210.198.13 +all"
mega-torrent.org.axfr:@ "v=spf1 a mx ip4:176.9.125.51 ~all"
megaxus.com.axfr:@ "v=spf1 ip4:122.102.48.0/21 a mx include:_spf.google.com ~all"
megayalta.com.axfr:@ "v=spf1 ip4:178.20.156.212 a mx ~all"
meghnagroup.biz.axfr:@ "v=spf1 +a +mx +ip4:103.193.169.11 +ip4:103.4.66.36 +ip4:45.64.135.198 +ip4:182.160.96.195 +ip4:182.160.96.196 +ip4:182.160.96.197 +ip4:182.160.96.198 include:aamranetworks.com ~all"
megindo.co.id.axfr:mail "v=spf1 a -all"
megindo.co.id.axfr:@ "v=spf1 ip4:111.223.254.30 a mx ~all"
megurogajoen.co.jp.axfr:@ "v=spf1 +a include:mwp-spf.securesites.net ~all"
mehmetakif.edu.tr.axfr:@ "v=spf1 ip4:79.123.193.0/24 a mx a:postaci.mehmetakif.edu.tr mx:mehmetakif.edu.tr"
mehrabane.ir.axfr:@ "v=spf1 ip4:78.111.2.21 ip4:78.111.2.20 -all"
mehrastan.ac.ir.axfr:@ "v=spf1 a mx ip4:185.4.28.105 ~all"
mehryasan.com.axfr:@ "v=spf1 a mx ip4:185.49.84.151 ~all"
meijers.com.axfr:@ "v=spf1 include:outlook.com ~all"
meijin.ru.axfr:@ "v=spf1 mx ip4:217.174.104.114 -all"
meijin.ru.axfr:www "v=spf1 mx ip4:217.174.104.114 -all"
meiki-guide.com.axfr:@ "v=spf1 mx include:spf.z-hosts.com ~all"
meinemafia.de.axfr:@ "v=spf1 ip4:46.4.87.70 ip4:188.40.39.148 ~all"
meinl.com.axfr:@ "v=spf1 include:outlook.com ~all"
mein-schoener-garten.de.axfr:news "v=spf1 ip4:217.115.153.192/27 ip4:217.115.132.160/27 ip4:176.28.29.0/27 ~all"
meishishop.com.axfr:@ "v=spf1 +ip4:210.188.201.63 +ip4:222.158.220.123 include:ess-spf.cloud.nifty.com -all"
meitan.ru.axfr:@ "v=spf1 a mx ptr mx:mx.meitan.ru mx:mx1.meitan.ru mx:mx2.meitan.ru mx:mail.meitan.ru mx3:mail.meitan.ru ~all"
mejortorrent.name.axfr:@ "v=spf1 a mx ip4:81.15.164.131 ~all"
mekaniksepeti.com.axfr:@ "v=spf1 a mx ip4:217.116.194.35 ~all"
mekongdeltatours.info.axfr:@ "v=spf1 a mx ~all"
melania-voyance.com.axfr:@ "v=spf1 include:esoterism-online.com -all"
melarumors.com.axfr:@ "v=spf1 a mx -all"
melateiran.com.axfr:@ "v=spf1 ip4:5.39.96.0/24 -all"
melatgold.com.axfr:@ "v=spf1 a mx ip4:148.251.224.17 ~all"
melatorrent.com.axfr:@ "v=spf1 a mx -all"
melbourneseoservices.com.axfr:@ "v=spf1 +a +mx +ip4:207.7.90.114 ~all"
melbourneseoservices.com.axfr:@ "v=spf1 include:_spf.google.com ~all"
melec.ir.axfr:ehico "v=spf1 ip4:94.100.31.218 +a +mx ~all"
melec.ir.axfr:forum "v=spf1 +a +mx +ip4:94.100.31.218 ~all"
melec.ir.axfr:go "v=spf1 ip4:94.100.31.218 +a +mx ~all"
melec.ir.axfr:oyan "v=spf1 ip4:94.100.31.218 +a +mx ~all"
melec.ir.axfr:shop "v=spf1 ip4:94.100.31.218 +a +mx +ip4:5.56.133.98 ~all"
melec.ir.axfr:@ "v=spf1 ip4:94.100.31.218 +a +mx +ip4:5.56.133.98 ~all"
melhoreslocadoras.com.br.axfr:@ "v=spf1 a mx ip4:83.172.180.164 ~all"
melinasouza.com.axfr:@ "v=spf1 ip4:142.4.218.147 ip4:158.69.137.249 +a +mx +ip4:192.99.40.217 +ip4:167.114.81.224 ~all"
melinfo.ru.axfr:@ "v=spf1 a mx ip4:89.108.87.84 ~all"
melissassouthernstylekitchen.com.axfr:@ "v=spf1 a mx a:mail.orangegeek.net mx:mail.orangegeek.net ip4:208.67.187.164 ?all"
melitta.co.jp.axfr:@ "v=spf1 a mx ip4:83.246.65.0/24 ip4:217.64.175.0/24 ip4:94.100.128.0/20 -all"
mellatbroker.com.axfr:@ "v=spf1 mx a:mail.mellatbroker.com mx ip4:5.200.78.117 -all"
melliscript.com.axfr:@ "v=spf1 a mx ip4:167.114.13.165 ~all"
melochei.net.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
melody4arab.com.axfr:@ "v=spf1 a mx ip4:185.18.204.212 ~all"
melodymaison.co.uk.axfr:@ "v=spf1 include:_spf.google.com include:trustpilotservice.com ip4:91.109.7.193 ip4:91.109.7.199 ~all"
melpropiedades.com.ar.axfr:@ "v=spf1 include:spf.jedy.com.ar -all"
melrose.co.jp.axfr:store "v=spf1 mx +include:ds1.spf.dh-manager.jp +include:dhccs.spf.dh-manager.jp ~all"
melrose.co.jp.axfr:@ "v=spf1 +a include:mwp-spf.securesites.net ~all"
melsa.com.tr.axfr:@ "v=spf1 mx a ip4:176.9.91.42 ~all"
melvit.pl.axfr:@ "v=spf1 ip4:212.244.112.0/24 ip4:83.16.236.248/29 -all"
memberhelpcenter.com.axfr:@ "v=spf1 mx a ptr ip4:208.82.232.1/24 a:inisec.com include:warplite.com include:spf.mtasv.net ?all"
membersccu.org.axfr:email "v=spf1 ip4:206.71.66.192/26 ip4:206.71.80.64/27 ip4:216.38.192.80/28 include:documatix.com -all"
membershop.ee.axfr:emails "v=spf1 a mx include:naujienlaiskiai.lt ?all"
membershop.ee.axfr:@ "v=spf1 a mx ip4:81.16.236.119 ip4:81.16.236.121 include:_spf.google.com include:mailersend.com ?all"
membershop.lt.axfr:emails "v=spf1 a mx include:naujienlaiskiai.lt ?all"
membershop.lt.axfr:@ "v=spf1 a mx ip4:81.16.236.119 ip4:81.16.236.121 include:_spf.google.com include:mailersend.com ?all"
membershop.lv.axfr:emails "v=spf1 a mx include:naujienlaiskiai.lt ?all"
membershop.lv.axfr:@ "v=spf1 a mx ip4:81.16.236.119 ip4:81.16.236.121 include:_spf.google.com include:mailersend.com ?all"
membershop.pl.axfr:emails "v=spf1 a mx include:naujienlaiskiai.lt ?all"
membershop.pl.axfr:@ "v=spf1 a mx ip4:81.16.236.119 ip4:81.16.236.121 include:_spf.google.com include:mailersend.com ?all"
membershop.ru.axfr:emails "v=spf1 a mx include:naujienlaiskiai.lt ?all"
membershop.ru.axfr:@ "v=spf1 a mx ip4:81.16.236.119 ip4:81.16.236.121 include:_spf.google.com include:mailersend.com ?all"
memo8.com.axfr:@ "v=spf1 a mx ip4:183.90.171.225 ~all"
memora.es.axfr:@ "v=spf1 ip4:213.0.116.80 ~all"
memoriam.ru.axfr:@ "v=spf1 ip4:185.12.92.128 a mx ~all"
memorizame.com.axfr:@ "v=spf1 a mx ip4:37.59.63.50 ~all" "google-site-verification=ZNLCWzfM7MKckskxaQbRjvCtFQOhF9o343Ig-Dm-E7c"
memoryboxco.com.axfr:3dcart "v=spf1 include:spf.protection.3dcart.com ~all"
memoryboxco.com.axfr:server40003.3dcartstores.com "v=spf1 a mx ptr:myhsphere.biz a:server40003.3dcartstores.com -all"
memoryboxco.com.axfr:SPF "v=spf1 a mx ptr:myhsphere.biz a:ml2.secure-svr.com -all"
memoryboxco.com.axfr:@ "v=spf1 a mx ptr:myhsphere.biz -all"
memory.gov.ua.axfr:@ "v=spf1 +mx ~all"
memoryhigh.ru.axfr:@ "v=spf1 ip4:146.185.22.105 a mx ~all"
memorytoday.com.axfr:@ "v=spf1 a mx ip4:203.146.117.207 ~all"
memuaris.ru.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
memurhaberleri.net.axfr:@ "v=spf1 a mx ip4:77.223.129.224 ~all"
memypilkarskie.pl.axfr:@ "v=spf1 a mx ip4:46.248.186.108 ~all"
menareh.com.axfr:@ "v=spf1 a mx ip4:5.61.31.67 ~all"
menareh.net.axfr:@ "v=spf1 a mx ip4:5.61.30.29 ~all"
menar.ir.axfr:@ "v=spf1 a mx ip4:46.209.152.118 ~all"
men-av.com.axfr:@ "v=spf1 a mx ip4:96.47.237.22 ~all"
mendoza.gov.ar.axfr:@ "v=spf1 mx -all"
menegin.com.axfr:menegin.com "v=spf1" "include:mailgun.org" "~all"
me-newswire.net.axfr:@ "v=spf1 ip4:67.225.215.57 ip4:67.225.214.45 a mx ~all"
me-newswire.net.axfr:@ "v=spf1 ip4:67.225.215.57 ip4:67.225.214.45 a mx ?all"
menifeeusd.org.axfr:@ "v=spf1 a include:_spf.google.com IP4:199.36.164.0/22 ~all"
meninadeatitude.com.br.axfr:@ "v=spf1 a mx include:websitewelcome.com ~all"
menlh.go.id.axfr:layang "v=spf1 mx ptr ip4:27.50.25.160/27 ip4:27.50.21.128/27 a:103.22.248.59 a:layang.menlh.go.id a:nagasari.menlh.go.id include:blackberry.com include:rim.net ~all"
menlh.go.id.axfr:mxvm "v=spf1 mx ptr ip4:27.50.25.160/27 ip4:27.50.21.128/27 a:103.22.248.59 a:layang.menlh.go.id a:nagasari.menlh.go.id include:blackberry.com include:rim.net ~all"
menlh.go.id.axfr:nagasari "v=spf1 mx ptr ip4:27.50.25.160/27 ip4:27.50.21.128/27 a:103.22.248.59 a:layang.menlh.go.id a:nagasari.menlh.go.id include:blackberry.com include:rim.net ~all"
menlh.go.id.axfr:@ "v=spf1 mx ptr ip4:27.50.25.160/27 ip4:27.50.21.128/27 a:103.22.248.59 a:layang.menlh.go.id a:nagasari.menlh.go.id include:blackberry.com include:rim.net ~all"
mennames.ru.axfr:@ "v=spf1 include:_hspf.komtet.ru ~all"
mennica.com.pl.axfr:serwis "v=spf1 mx -all"
mennica.com.pl.axfr:@ "v=spf1 ip4:195.117.174.0/24 ip4:85.232.253.72 ip4:85.232.253.78 ip4:85.232.253.87 ip4:85.232.253.80 ip4:77.79.217.37 ip4:85.232.253.81 ip4:85.232.253.73 ip4:85.232.253.75 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:agr "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:ART "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:ci "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:COMMERCE "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:edu "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:el-eng "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:i-nursing "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:LAW "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:med "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:NURSING "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:SCIENCE "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:sed "v=spf1 include:spf.protection.outlook.com -all"
menofia.edu.eg.axfr:sh-eng "v=spf1 include:spf.protection.outlook.com -all"
menpower.biz.axfr:@ "v=spf1 include:precs28.precs.jp include:treasuremail.jp ~all"
mensafoundation.org.axfr:@ "v=spf1 ip4:72.3.216.10 a mx a:mail.americanmensa.org -all"
mensa.it.axfr:@ "v=spf1 a mx ~all"
mensajesacelulares.net.axfr:@ "v=spf1 +a +mx +ip4:69.16.243.28 ~all"
mensajesacelulares.net.axfr:wap "v=spf1 +a +mx +ip4:69.16.243.28 ~all"
mensflair.com.axfr:@ "v=spf1 a mx ip4:204.197.246.113 ~all"
menshealth.hu.axfr:@ "v=spf1 include:spf.protection.outlook.com +a +mx -all +a:cp.marquardmedia.hu"
menshealth-shop.ru.axfr:@ "v=spf1 a mx ip4:185.4.66.216 ~all"
mens-land.com.axfr:@ "v=spf1 include:share12.precs.jp include:treasuremail.jp include:k-crm.jp ~all"
mensmile.com.axfr:@ "v=spf1 a mx ip4: 27.254.55.25ip4:27.254.67.4 ip4:27.254.67.4 ~all"
mens-rinx.com.axfr:@ "v=spf1 +a +mx ip6:2403:3a00:101:9:219:94:128:188 ip6:2401:2500:103:7:133:242:7:38 ~all"
mensuno.asia.axfr:@ "v=spf1 a mx ip4:103.3.60.172 ~all"
mentai.fr.axfr:@ "v=spf1 +a +mx -all"
mentalist-online.net.axfr:@ "v=spf1 a mx ip4:37.220.36.47 ~all"
menungdoo.com.axfr:@ "v=spf1 a mx ip4:122.155.1.127 ~all"
mepic.ru.axfr:@ "v=spf1 ip4:188.120.243.254 a mx ~all"
merapi.net.axfr:@ "v=spf1 ip4:192.154.28.69 ip4:192.154.28.70 ip4:192.154.28.71 ip4:192.154.28.76 ip4:123.231.236.35 ip4:123.231.236.39 ip4:123.231.236.42 ip4:123.231.236.47 ip4:203.142.65.169 ip4:203.142.65.172 ip4:123.231.236.53 a mx ptr ~all"
mercadoactual.es.axfr:@ "v=spf1 a mx ip4:213.4.35.57 ip4:88.26.237.47 -all"
mercadoanime.com.axfr:beta "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:cca "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:g "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:minecraft "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:mobile "v=spf1 +a +mx +ip4:37.187.255.13 ~all"
mercadoanime.com.axfr:m "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:pokemon "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:potter "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercadoanime.com.axfr:@ "v=spf1 +a +mx +ip4:37.187.255.13 +ip4:142.4.218.157 ~all"
mercafutbol.com.axfr:@ "v=spf1 a mx ~all"
mercanph.com.axfr:@ "v=spf1 mx a ip4:192.168.1.0/24 ip4:192.168.10.0/24 ip4:112.199.109.198/32 a:etpi.mercanph.com ip4:121.58.217.18/32 a:converge.mercanph.com ~all"
mercanph.com.axfr:@ "v=spf1 mx a ip4:192.168.1.0/24 ip4:192.168.10.0/24 ip4:112.199.109.198/32 a:etpi.mercanrecruit.com ip4:121.58.217.18/32 a:converge.mercanrecruit.com ~all"
mercedes-club.by.axfr:@ "v=spf1 include:spfoxby.atservers.net ~all"
mercer.edu.axfr:lawmail "v=spf1 include:spf.protection.outlook.com -all"
mercer.edu.axfr:live "v=spf1 include:spf.protection.outlook.com -all"
mercer.edu.axfr:mt1 "v=spf1 include:exchangelabs.com ~all"
mercer.edu.axfr:mt2 "v=spf1 include:exchangelabs.com ~all"
mercer.edu.axfr:mt3 "v=spf1 include:hotmail.com ~all"
mercer.edu.axfr:student "v=spf1 include:outlook.com ~all"
mercer.edu.axfr:@ "v=spf1 ip4:209.172.224.0/19 ip4:74.122.104.64 ip4:199.231.134.73 ip4:12.228.6.215 ip4:199.224.78.223/30 ip4:66.151.109.0/24 ip4:12.237.27.238 ip4:216.69.106.22 ip4:216.32.146.13" " include:spf.dynect.net include:ccsend.com include:confirmedcc.com include:cmm01.com ~all"
merchandising.ru.axfr:@ "v=spf1 ip4:78.47.76.4 a mx ~all"
merchantpartners.com.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
merci-facteur.com.axfr:lists "v=spf1 mx a ip4:194.146.226.53 ~all"
merci-facteur.com.axfr:@ "v=spf1 mx a ip4:194.146.226.53 ~all"
merdekaaward.org.axfr:@ "v=spf1 a mx ip4:103.6.245.152 ~all"
merengues.ru.axfr:@ "v=spf1 ip4:151.236.6.175 a mx ~all"
merengues.ru.axfr:@ "v=spf1 ip4:82.146.52.132 a mx ~all"
merida.com.au.axfr:@ "v=spf1 +a +mx +ip4:69.16.239.129 ~all"
merkuri.az.axfr:@ "v=spf1 +a +mx +ip4:198.136.54.70 ~all"
merkxelektrotechniek.nl.axfr:@ "v=spf1 a mx ip4:109.237.220.175 ip4:109.237.222.22 ~all"
mero.jp.axfr:@ "v=spf1 +ip4:202.221.143.0/24 ~all"
merpazar.com.axfr:@ "v=spf1 a mx ip4:188.125.161.42 ip4:77.79.81.105 ~all"
merqc.com.axfr:@ "v=spf1 a mx ip4:185.49.87.117 ~all"
merrithew.com.axfr:@ "v=spf1 a mx a:mail.merrithew.com a:exch.merrithew.com ip4:69.77.179.168 ip4:69.77.179.171 ip4:72.19.195.21 include:spf.mailengine1.com ~all"
merrithew.com.axfr:@ "v=spf1 a mx a:mail.merrithew.com a:exch.merrithew.com ip4:72.19.195.21 include:spf.mailengine1.com ~all"
merrithew.com.axfr:@ "v=spf2.0/pra mx ip4:69.77.179.168 ip4:69.77.179.171 ip4:72.19.195.21 ~all"
mersadnews.ir.axfr:@ "v=spf1 a mx ip4:130.185.73.81 ~all"
mersinedair.com.axfr:@ "v=spf1 a mx include:relay.mailchannels.net ~all"
merx.com.axfr:pro "v=spf1 mx ip4:216.24.226.76 ip4:215.24.225.0/24 -all"
merx.com.axfr:rep "v=spf1 ip4:206.18.187.0/24 ip4:206.16.16.0/24 a mx -all"
merx.com.axfr:request "v=spf1 ip4:205.205.237.0/24 ip4:207.236.23.128/27 ip4:207.96.176.0/24 mx -all"
merx.com.axfr:resp "v=spf1 ip4:66.161.21.0/24 ip4:66.161.124.0/24 a mx -all"
merx.com.axfr:@ "v=spf1 ip4:205.205.237.0/24 ip4:207.236.23.128/27 ip4:207.96.176.0/24 ip4:207.250.69.0/24 ip4:207.67.38.0/24 ip4:64.132.88.0/23 ip4:198.21.0.0/21 ip4:64.132.92.0/24 ip4:66.231.80.0/20 include:aspmx.pardot.com mx a:aaaibpv01.800onemail.com" " ip4:98.129.185.131 ip4:173.203.2.32" " include:app.sgizmo.com include:spf.protection.outlook.com -all"
mesacc.edu.axfr:@ "v=spf1 mx include:_spf.google.com ip4:140.198.8.0/24 a:mr.mesacc.edu include:spf.ymem.net ~all"
mesadeleditor.com.axfr:@ "v=spf1 +a +mx +ip4:216.227.218.230 ?all"
mes-bons-plans.fr.axfr:olivia "v=spf1 a mx ip4:178.32.73.240/28 +all"
mes-bons-plans.fr.axfr:@ "v=spf1 include:spf.mailjet.com include:spf.mandrillapp.com ?all"
mesell.ir.axfr:@ "v=spf1 a mx ip4:178.162.214.12 ~all"
mesenvies.fr.axfr:mail "v=spf1 a mx ip4:87.98.156.221 a:ns2340169.ovh.net a:ns371218.ip-5-135-136.eu a:ns371221.ip-5-135-136.eu -all"
mesenvies.fr.axfr:@ "v=spf1 a mx ip4:87.98.156.221 a:ns2340169.ovh.net a:ns371218.ip-5-135-136.eu a:ns371221.ip-5-135-136.eu -all"
meshkinclub.ir.axfr:@ "v=spf1 a mx ip4:136.243.168.2 ~all"
meshkinrasa.ir.axfr:@ "v=spf1 a mx ip4:185.8.172.206 ~all"
mes-market.ru.axfr:@ "v=spf1 ip4:185.26.112.179 a mx ~all"
messageplus.jp.axfr:@ "v=spf1 +ip4:116.214.91.0/27 ~all"
mess.be.axfr:@ "v=spf1 mx ~all"
messe-review.com.axfr:@ "v=spf1 a mx ip4:88.198.53.85 ~all"
messisport.com.axfr:@ "v=spf1 a mx ip4:122.155.17.186 ~all"
mestoidej.com.axfr:@ "v=spf1 a mx ip4:91.185.194.126 ~all"
mestreacademy.com.axfr:@ "v=spf1 include:spf.mandrillapp.com ?all"
mest-tv.com.axfr:@ "v=spf1 a mx ip4:195.138.242.101 ~all"
metabo-shop.com.ua.axfr:@ "v=spf1 a mx a:metabo-shop.com.ua ip4:77.120.119.163 ?all"
metadeliver.com.axfr:@ "v=spf1 a mx"
metagirly.com.axfr:@ "v=spf1 a mx ip4:109.236.91.207 ~all"
